price,bedrooms,bathrooms,sqft_living,sqft_total,floors,condition,grade,built,renovated,living_area_sqft
655000,5,3.25,3690,12353,2,5,9,1977,0,2290
1200000,5,3.25,4610,10576,2,3,11,2006,0,4042
550000,3,2.5,2920,169448,2.5,3,9,1990,0,2360
460000,2,2.25,1230,929,2,3,8,2004,0,1270
159075,4,1.5,1580,6200,1,3,6,1944,0,1320
470000,2,1,1220,4000,1.5,4,6,1908,0,1580
235000,2,1,1020,7920,1,3,6,1939,0,1530
309950,2,1.5,1510,9843,1,4,7,1961,0,1590
433000,4,1.75,1830,9600,1,4,7,1966,0,1910
895000,3,2.5,2750,10000,1,3,8,1967,0,2490
291000,3,1.5,1860,60960,1,4,7,1967,0,2170
835000,3,2.5,2720,13124,2,3,9,1988,0,2760
640000,2,1,1360,5000,1,3,7,1936,0,1540
438000,3,2.25,2340,14279,1,3,8,1965,0,2340
540000,4,2.5,2600,9935,2,3,8,2005,0,2830
325000,4,2.5,2090,7434,1,3,7,1993,0,1260
380000,4,1.75,2260,7200,1.5,5,7,1924,0,1410
510000,2,1,1390,5544,1,3,7,1947,0,1710
380000,4,2.5,2300,7707,2,3,8,2004,0,2320
825000,4,2.5,2810,9800,1,4,8,1973,0,2800
880000,4,3.25,4060,52707,2,4,9,1996,0,3100
1800000,3,3,2790,13295,2,4,10,1933,1989,3140
790000,3,1,1290,6380,1.5,3,7,1930,0,1630
287000,2,1.5,720,4346,1,4,6,1942,0,790
509000,3,3,2130,5000,1.5,3,7,1913,0,1638
270000,3,2.25,1750,8400,1,3,7,1965,0,2020
210000,3,2,960,9380,1,3,6,1949,0,1460
415000,3,1,1570,11752,1.5,5,8,1930,0,2010
550000,3,2.5,3070,14400,1,5,9,1985,0,2020
1250000,4,2.5,2920,5500,1,3,10,1957,0,3790
499950,3,1,1870,4984,1,3,7,1955,0,1650
659000,3,1.5,1540,5040,2,3,8,1907,0,1590
265000,2,1.5,1440,22081,2,3,7,1990,0,1440
492000,4,3.75,2810,10840,2,4,8,1994,0,2370
715000,4,2.5,2450,7700,1,3,8,1958,0,2450
175000,2,1,1330,28270,1.5,3,6,1925,0,1210
975000,4,3.5,3130,52322,2,3,9,2011,0,3200
306950,1,1,730,5005,1,4,5,1945,0,1630
630000,4,2,2480,3680,1.5,4,7,1916,0,1500
367500,3,1,1270,8792,1,5,7,1969,0,1780
699950,3,3.25,2230,5460,1,4,8,1977,0,2070
1000000,3,3,2880,3750,2,3,9,1909,1991,1910
285000,4,2.5,2434,4400,2,3,8,2007,0,2434
215000,2,1.5,1120,1312,2,3,7,2004,0,1560
1050000,4,2.5,4080,11054,2,3,11,2001,0,3520
1370000,4,2.75,3720,9450,1,5,10,1962,0,2900
235000,3,1,1430,7599,1.5,4,6,1930,0,1290
604000,3,2,1560,2589,1,3,7,1923,2001,1450
750000,3,1.75,1700,8400,1,3,8,1947,0,2010
800000,4,2.25,2510,9963,1,4,9,1967,0,3110
580000,5,2,2600,3750,1.5,4,6,1914,0,1700
350000,1,1,790,4590,1,3,6,1911,0,1070
353750,4,2,1710,7490,2,3,7,1956,0,1880
1100000,5,2.75,2660,8737,1,5,8,1969,0,3280
465000,4,2,1470,10291,1,4,7,1963,0,1460
568000,3,2,2350,5080,1.5,3,8,1929,0,1700
1005000,5,2,2440,3080,2,4,8,1910,0,1640
213500,3,1.5,1150,11571,1,3,7,1961,0,1630
250000,3,2.5,1510,10384,1,2,7,1976,0,1490
357000,2,1,870,4600,1,4,7,1942,0,930
425000,2,2,1280,4095,2,4,8,1918,0,1470
571000,3,2.5,2600,7465,2,3,9,1988,0,2660
588000,3,2.25,2030,7350,1,4,7,1977,0,1950
275000,4,1.5,1930,15531,2,3,7,1979,0,1580
565000,3,2.75,3210,15939,2,3,10,1998,0,2870
460000,3,1.75,1970,9135,1,4,7,1961,0,1880
603500,4,2.5,4060,9734,1,3,9,1977,0,2750
490600,3,2.5,3316,11447,2,3,9,1986,0,3000
1010000,2,2,1460,9052,1,5,6,1900,0,2554
500000,4,2,2100,12620,1,4,7,1972,0,1720
249000,4,2.25,1830,6136,2,3,7,1990,0,1830
235000,3,2,1530,8700,1,4,7,1970,0,1960
410000,4,2,1490,13736,1,4,6,1942,0,2040
370000,2,1,860,6050,1,3,7,1952,0,1130
360000,5,2.5,2130,7111,1,3,7,1968,0,1840
1406890,5,2.25,3580,16789,2,5,9,1966,0,3390
298000,4,2.5,2420,3825,2,3,8,2003,0,1880
485000,4,2.25,1900,7200,1,3,8,1977,0,2030
400000,3,1.75,1330,9143,1,3,7,1960,0,1950
580000,3,2.5,2150,4604,2,3,8,2003,0,2280
355000,2,2.5,1370,1140,2,3,8,2009,0,1340
650000,3,2.5,2430,12997,2,3,9,1992,0,2720
261490,4,1,1640,8467,1,4,6,1943,0,1060
347000,3,1,1010,7200,1,3,7,1968,0,1120
485000,3,1,1500,4100,1.5,3,7,1926,0,1500
601000,3,2.5,1740,1251,2,3,9,2012,0,1740
380000,3,3.25,2090,51212,1,3,8,1989,0,2690
565000,3,3,1850,12556,2,3,9,1976,0,2390
750000,3,2.5,2790,21043,2,3,9,1993,0,2900
291000,3,2.25,1480,7200,1,3,7,1975,0,1830
560000,3,2.5,2280,12498,2,4,9,1987,0,2330
725000,4,2.25,3180,9600,2,3,10,1984,0,2840
539000,3,2,2350,209088,1,3,7,1993,0,2300
470000,5,3.25,3910,7077,2,3,9,2000,0,2650
264950,2,1,770,7434,1,3,6,1947,0,1060
200000,4,1.5,1780,8000,2,4,6,1900,1996,1750
453500,5,2.5,2300,23345,1,5,7,1967,0,2280
811000,2,2.5,2510,17986,2,3,9,1943,2014,2440
425000,3,3.25,1410,1350,3,3,8,2005,0,1410
1530000,4,2.25,4250,16940,1,4,9,1974,0,3460
562000,4,2.75,2560,83200,1,3,8,1980,0,1990
281000,3,2.5,1760,7601,2,3,8,1992,0,1920
270000,3,2.25,2100,14027,2,3,8,1979,0,2730
205950,3,1,1490,8239,1,4,6,1963,0,1200
310000,2,1,870,5400,1,3,6,1950,2007,990
350000,3,1.75,1260,1111,2,3,8,2003,0,1410
843500,4,2,2630,16475,2,4,8,1953,0,2670
370000,4,2,1950,3757,1,4,6,1908,0,1720
279000,4,2,2200,7700,1,3,7,1979,0,1790
408000,3,1.75,1600,313672,1,4,7,1960,0,1780
392000,3,1,1230,9600,1,3,7,1952,0,1510
455000,2,1,1030,5000,1,5,6,1917,0,1550
310000,2,1.5,1040,83199,1,4,7,1965,0,1760
323500,3,3,2240,11536,2,3,7,1943,2005,1650
364500,3,1,1600,4489,1,3,6,1944,0,1640
280000,4,2,2190,14439,1,4,7,1977,0,2160
289900,3,1.75,1899,11325,2,3,7,1943,2005,2000
585000,3,1,1870,2807,1.5,4,7,1927,0,1640
269000,3,2.5,1730,6653,1,4,7,1990,0,1730
280000,3,2.25,1860,9210,2,3,7,1994,0,1530
287000,3,1.75,1940,9000,1,3,7,1965,0,1900
183000,2,1,670,5140,1,3,6,1926,0,850
309000,3,1,1820,8142,1,3,7,1961,0,1820
920000,4,2.5,3810,13579,2,3,10,2003,0,3310
815241,5,2.25,2060,4800,2.5,3,8,1907,0,1740
405000,3,1.75,1520,7252,1,3,7,1975,0,1910
525000,5,3.5,3450,19080,2,3,9,2001,0,2570
150000,2,1,830,4045,1,3,6,1943,0,1100
240000,4,1.75,1880,9600,1,5,7,1946,0,1560
698000,4,2.25,2200,11250,1.5,5,7,1920,0,2320
440000,3,2,1800,10950,1,4,8,1982,0,2400
204000,3,1,1200,12500,1.5,3,6,1936,0,1200
875000,3,2,2220,6641,1,4,7,1947,0,1800
650000,3,1.5,1380,4500,1,5,7,1960,0,1590
392500,3,1,1660,8839,1,4,7,1947,0,1230
400000,4,1,2320,4000,1.5,3,6,1921,0,1750
653000,3,2.25,2800,17300,1,4,8,1971,0,2140
452000,4,1,1210,3760,1.5,3,6,1900,0,1540
345000,4,2.5,2331,3826,2,3,8,2007,0,2441
350000,4,1.75,1820,6930,1,4,7,1952,0,1820
650000,4,2.5,2860,5576,2,3,8,2004,0,2290
525000,5,3,2750,3800,1.5,5,7,1926,0,1900
840000,5,3,2750,3800,1.5,5,7,1926,0,1900
1325000,3,2.5,2280,5000,2,4,9,1926,0,2200
259950,4,2,1610,6650,1,3,7,1989,0,1960
998000,5,3.5,3760,10207,2,3,10,1969,0,3550
1070000,3,3,2940,4622,2,4,9,1988,0,1580
1910000,4,3,4460,6833,2,3,10,1955,2007,3130
190500,3,1.5,1110,1150,2,3,8,2007,0,1380
465000,3,2.25,2560,117176,1,4,9,1977,0,2760
370000,3,1,1060,7419,1,4,6,1906,0,2190
290000,6,4.5,2810,11214,1,3,8,1958,0,1940
350000,3,1.75,1380,4590,1,2,7,1950,0,1320
740000,3,1.75,1380,4590,1,2,7,1950,0,1320
460000,3,1.75,2560,8400,1,3,7,1959,0,1970
290000,3,1,1010,10800,1,4,7,1972,0,1370
475000,3,1.5,1790,229125,2,3,7,1987,0,1970
214000,3,2.5,1600,2231,2,3,7,2003,0,1600
455000,2,1,910,5759,1,3,6,1951,0,1520
275000,3,2.5,2497,4400,2,3,8,2007,0,2434
305000,3,1.5,1800,12196,1,4,7,1966,0,1490
449000,5,2.5,2570,61855,1,4,7,1981,0,1990
366000,3,2.5,1320,4320,1,3,6,1918,0,1190
348000,3,2.5,1670,5090,2,3,7,2003,0,2560
515000,4,2.5,2800,21370,2,3,8,2003,0,1880
950000,4,2.5,3360,11548,2,3,9,1988,0,3400
815000,3,2.5,2590,21494,2,4,8,1991,0,2590
199950,3,3,1530,2132,2,3,8,1993,0,1530
386000,3,2,1330,8100,1,4,7,1969,0,1590
273000,3,2.25,2160,7964,2,3,8,1991,0,2000
284000,4,2.5,1830,6360,2,3,8,1994,0,1830
399950,3,1,1470,7930,1,3,7,1950,0,1440
285000,3,1.75,1150,6423,1,3,5,1927,0,1150
315000,3,2.5,1790,6452,2,3,7,2004,0,1610
250000,3,1,1700,7700,1,3,7,1960,0,1700
290000,4,2,1630,7618,1.5,3,7,1967,0,1320
725000,4,2.5,3420,30410,2,3,9,1988,0,2940
410000,3,2,1650,9641,1.5,3,7,1983,0,1940
855000,4,2.5,2810,52062,1.5,4,9,1988,0,3330
399900,4,2.5,2710,8127,2,3,8,1994,0,2520
852600,4,2.5,3320,11901,2,5,9,1977,0,2700
235000,2,1,720,6321,1,3,6,1940,0,920
230950,2,1,930,12724,1,4,6,1912,0,1240
230000,3,2.25,1490,8722,2,3,7,1997,0,1510
404763,3,2.5,1690,1609,2,3,8,2014,0,1690
245000,3,2.5,1720,3407,2,3,7,1992,0,1720
188000,3,1.5,1140,8500,1,4,7,1964,0,1600
626100,4,2.5,2280,7219,2,4,8,1987,0,2240
428750,3,1,1100,4080,1,4,7,1929,0,1170
522000,4,2.25,1800,8623,1,4,8,1980,0,2370
684000,4,2.5,2500,8434,2,4,8,1988,0,1900
1065500,3,2.25,2950,7232,1,3,8,1983,0,2130
611206,1,1,1940,6300,1,3,8,1963,0,2560
350000,2,1,1280,5250,1,4,7,1942,0,1050
894000,4,2.5,3800,22029,2,3,9,1993,0,3170
420000,2,1,930,5368,1,4,7,1953,0,1770
400000,5,2,1930,9747,1,4,7,1962,0,2040
675000,3,3,2980,28000,1,3,10,1981,0,2570
426000,4,2.5,2800,8494,2,3,8,2004,0,3740
750000,4,2.25,3190,11597,2,3,10,1984,0,2990
368000,3,1.75,1710,10800,1,4,7,1958,0,1890
342000,3,1,1980,6450,1,4,6,1950,0,1180
700000,3,1.75,1910,4800,1,3,7,1959,0,1750
848750,6,3.75,3160,5000,2,3,8,1989,0,1740
720000,3,2,1590,5200,1,3,7,1939,0,1620
525000,4,2.25,1890,8549,1,3,8,1967,0,1940
397900,3,2.75,2500,35245,1,3,7,2000,0,2060
405000,3,2,1740,18000,1,3,7,1989,0,1740
392800,3,2,1080,11856,1,5,7,1986,0,1220
394999,3,1.5,1730,7800,1,3,7,1958,0,1780
340000,3,2.5,2480,6112,2,3,7,2004,0,3220
482500,3,2.25,1450,1445,2,3,7,2005,0,1510
812500,4,2.5,2750,10159,2,3,10,1991,0,3160
450000,3,2.5,2820,10208,1,4,8,1954,0,1540
398000,3,1.75,1830,27468,1,3,7,1954,0,1860
1075000,2,3.25,1550,1767,3,3,8,2006,0,2710
540000,2,2,1640,3021,1,3,7,1959,0,1780
275000,4,2,1720,5472,1,3,6,1923,0,1720
780000,5,2,2880,12000,2,3,8,1921,0,1720
225000,3,1.5,1220,8345,1.5,3,7,1931,0,1880
503045,3,3,1560,2250,2,3,9,2009,0,1610
249000,2,2,1090,1357,2,3,7,1990,0,1078
569950,4,1,1140,5940,1,3,7,1916,0,1630
450000,2,2.25,1040,1377,2,3,8,2003,0,1264
1099500,4,2,2580,6000,1,5,9,1950,0,2300
700000,4,2.5,2310,3570,1.5,3,7,1927,2014,1580
454000,3,2.5,1590,4094,2,3,7,1991,0,1940
555000,3,1.75,1270,9170,1,3,7,1969,0,1700
214000,3,1.5,1240,5200,1,5,6,1970,0,1060
590000,3,2.5,2210,8622,2,3,8,1988,0,2340
459900,3,1.75,2340,51836,1.5,3,8,1978,0,2060
205000,3,1.5,1420,5000,1,3,7,1987,0,1400
390000,3,1.75,1430,9857,1,4,7,1980,0,1310
970500,3,2.75,2470,10125,2,3,8,1960,2012,2290
790000,3,2.5,2390,15084,2,3,8,2000,0,1850
320000,3,1,1120,10576,1,4,7,1969,0,1300
552500,3,2.25,2700,4025,2,4,8,1907,0,1580
1050000,3,3,3490,4500,2.5,3,9,1924,0,2840
230000,3,1,1640,7187,1,3,7,1966,0,1340
680000,3,1.75,1620,5500,1,3,7,1950,0,2100
985000,3,1.75,1670,5400,2,5,8,1912,0,2100
375000,4,2.5,1870,7471,2,3,8,1990,0,2020
431000,2,1.5,1300,4000,1.5,4,6,1900,0,1480
463000,3,2.5,2190,17108,2,3,8,1991,0,2400
350000,3,1.75,1320,10500,1,3,7,1966,0,1310
485000,3,1,1250,7200,1,3,7,1964,0,1430
355000,4,1.75,2040,15000,1,4,7,1967,0,2310
603500,3,1.75,2140,7280,1,3,7,1910,0,2280
860000,5,1.75,2510,6000,1.5,5,8,1920,0,2240
259875,5,2.5,2200,6250,2,3,7,1996,0,1850
685000,4,2.5,2170,8680,1,3,7,1959,0,2010
382500,4,2.5,2980,8786,2,3,8,2003,0,2980
490000,3,1,1180,2250,1.5,3,7,1902,0,1320
229000,3,2,1540,6000,1,4,6,1953,0,1490
430000,3,2,1540,6000,1,4,6,1953,0,1490
580000,5,2.5,3110,15783,1,3,8,1974,0,2550
510000,3,1.75,1370,6700,1,3,8,1940,2012,1180
489990,5,2.25,2440,20828,1.5,4,8,1975,0,2670
440000,3,2.25,1760,1800,2,3,7,1983,0,1150
479950,3,2.5,2810,4984,1,3,9,2006,0,2810
806000,4,2.5,2500,206474,1,3,10,1997,0,3680
875000,4,2.5,3220,22588,2,3,10,1996,0,3220
710800,3,2.5,2880,36820,2,3,10,1992,0,3190
565000,3,2.5,2700,6037,2,3,8,2004,0,2740
359999,5,3,2680,9624,2,3,7,1995,0,1860
625000,3,1.75,1780,4500,1,4,7,1922,0,1360
349950,3,2.5,2240,7565,2,3,8,1999,0,2190
415000,4,2,1610,9600,1,5,7,1967,0,1450
435000,2,2,1440,1170,2,3,9,2004,0,1440
225000,3,1.75,1550,9060,2,3,7,1948,1979,1080
770000,3,1.75,1720,5000,1,3,9,1954,2014,2120
340000,3,1.75,1740,10800,1,3,7,1959,0,1810
965000,5,2.75,3280,12673,1,4,9,1981,0,3060
667000,3,2.75,2216,31215,1,3,9,1968,2005,2216
250000,1,1,1100,4373,1,2,6,1947,0,1100
397990,3,1,1180,11862,1,4,7,1948,0,1540
535000,3,1.75,2020,10031,1,5,7,1952,0,1500
265950,3,1.5,1150,8450,1,4,6,1951,0,1160
258000,3,1.75,2090,7461,1,3,6,1986,0,1420
505500,3,2.5,1300,1187,3,3,8,2005,0,1320
455000,5,2.5,2240,7770,1,3,7,1978,0,1820
1348000,5,3.25,3540,5971,1,3,10,2005,0,2820
600000,4,2.25,2840,31720,1,3,8,1958,0,2290
329800,4,2.5,2080,7047,2,3,8,1996,0,2580
222000,2,1,1550,38449,1,3,6,1947,0,1188
450000,4,2.5,1900,9240,1,3,7,1962,0,2040
952000,3,3.5,2760,4500,2,3,9,2004,0,1950
625000,4,2,1410,4480,1.5,3,8,1927,0,1240
226800,2,1,1240,11393,1,4,7,1960,0,1660
1205000,5,4.25,4420,13497,2,3,11,2000,0,4220
350000,4,2.75,3390,16153,1,4,7,1961,0,2530
395000,3,1.75,1400,8640,1,3,7,1962,0,1630
285000,5,3,2110,5260,2,3,7,2002,0,2110
553000,3,1,1310,18135,1,3,7,1948,0,2150
254000,3,1,1270,16800,1,4,7,1957,0,1700
348140,2,1.5,2060,10880,1,3,6,1924,0,1430
354950,4,2.75,2530,7350,1,5,8,1977,0,2280
706000,3,2.75,1900,6400,1,5,7,1942,0,1350
499000,4,2.5,2910,6479,2,3,7,2006,0,2320
427500,3,1.5,1900,43186,1.5,4,7,1971,0,2080
439000,5,3.5,,10000,2,3,8,1991,0,2120
545000,4,2.5,2820,25995,2,3,9,1998,0,3330
842000,3,1,1620,4774,1.5,3,7,1920,0,1880
685000,4,2.5,3320,38043,2,3,9,1997,0,3170
665000,4,3.5,3770,47480,2,3,9,2003,0,3380
255000,2,1,1200,9000,1,5,6,1917,0,1660
565000,5,2.25,2130,4360,1,3,8,1959,0,1830
274000,5,1.75,1950,8720,1,3,7,1962,0,1660
260000,3,2,1920,8075,1,4,7,1969,0,1920
581000,4,2,2510,13695,1,4,7,1961,2001,1220
625000,3,1.5,1990,5978,1.5,4,7,1926,0,2100
220000,3,1,1230,9720,1,5,7,1969,0,1230
765000,3,2.25,3190,324086,2,3,9,1982,0,3190
1325000,6,4.25,5720,10213,2,3,10,2004,0,4300
700000,8,2.5,2280,3000,1.5,3,7,1911,0,1610
351000,4,1,1550,7260,1,4,6,1959,0,1210
413565,3,2.5,1690,1613,2,3,8,2014,0,1690
363000,3,3.25,1651,1779,2,3,8,2008,0,1650
679000,4,1.75,2260,41236,1,4,8,1962,0,3080
473000,2,1.75,1510,4555,1,3,8,2005,0,1640
585888,3,2,1490,7431,1,4,7,1966,0,1700
405000,4,2.5,2220,4652,2,3,7,2001,0,1840
650000,3,1.75,2800,19386,1,3,8,1965,0,3270
415000,4,2.5,2210,213008,1,4,7,1975,0,2270
575000,3,2,2150,3880,1,3,8,1951,0,2130
220000,3,2.25,1400,7205,1,3,7,1985,0,1970
610000,4,3,2450,10117,1,5,8,1967,0,2530
499950,3,1,980,6380,1,3,7,1941,0,1390
883000,4,2.5,2800,6874,2,3,9,1990,0,1430
436000,2,1,1240,8100,1.5,3,7,1925,0,2790
320000,3,2.5,1610,1356,2,3,8,2007,0,1270
425000,3,1.75,1510,44000,1,3,7,1989,0,2290
204700,4,2,1670,9987,1,3,7,1967,0,1640
384000,6,3,2320,4502,1,4,7,1987,0,1160
314000,3,2.75,1900,8200,2,4,7,1984,0,1620
535000,3,2.5,2390,6263,2,3,9,2003,0,2390
568000,4,1.75,2110,265716,1,4,8,1979,0,2110
426000,4,1.5,1470,5850,1,4,7,1973,0,1290
675000,4,2.75,2670,6780,2,5,8,1908,0,2400
380000,4,2.5,2540,6365,2,3,8,2000,0,2290
685000,3,2.5,3450,8000,3,4,8,1927,1975,1880
429000,3,2,1700,52826,1,3,7,1991,0,2480
799000,4,1.5,1810,6583,1,3,7,1968,0,860
318500,5,1.75,1550,6986,1,3,7,1978,0,1550
925000,3,3.25,4110,20900,2,3,9,2002,0,2640
420000,3,1.5,2080,5000,1,3,7,1963,0,1860
570000,2,1,1100,4000,1,3,7,1906,0,1590
1052500,4,2.75,3950,12840,2,5,8,1960,0,2350
333000,3,1,1250,8450,1,4,7,1954,0,1350
1360000,2,1.75,2620,14138,2,3,8,1931,1991,1830
660000,3,2.5,2290,2798,3,4,9,1953,1983,2260
350000,6,4.5,3500,8504,2,3,7,1980,0,1550
682500,6,4.5,3500,8504,2,3,7,1980,0,1550
399990,5,2.75,1690,4000,1,5,7,1943,0,1240
860000,5,3.25,4500,9648,2,4,8,1968,0,2780
216180,2,1,1120,7797,1,3,6,1948,0,2180
300000,4,2.25,1740,9613,2,5,8,1989,0,1680
145000,3,1,1010,11880,1,3,7,1960,0,1150
255000,3,1,1010,11880,1,3,7,1960,0,1150
250000,3,1.75,1200,24805,1,3,6,1984,0,2150
245000,3,1,1020,8625,1,3,7,1978,0,1290
445000,3,1.75,1850,7056,2.5,4,8,1979,0,1970
562000,3,1.5,1830,8000,1,4,7,1957,0,1310
501000,4,1,2070,7519,1,3,7,1963,0,1730
190000,3,1.75,1160,5850,1,4,6,1918,0,1110
862500,4,2.75,3280,24440,2,3,10,1996,0,3490
1085000,5,2.5,2340,6000,2,4,10,1922,0,2350
575000,5,3,3690,49709,1,3,9,1960,0,2590
250000,1,1,720,123710,1,4,6,1935,0,1860
310000,7,1.5,2660,15111,1.5,4,7,1962,0,1710
1400000,5,3.25,4300,9270,2,3,10,1957,2009,2780
284850,3,1.5,1590,8256,1,3,7,1969,0,1950
570000,4,2.5,2590,7910,2,3,9,2003,0,2110
304000,3,1.75,1720,6000,1,3,7,1954,0,1690
560000,4,2.5,1790,9787,1,4,8,1983,0,1790
325000,3,1,1590,8160,1,3,7,1954,0,1540
557510,4,2,1580,4800,1.5,3,7,1912,0,1580
305000,4,2.25,2580,8820,1,4,9,1967,0,2140
320000,5,1,1740,27350,1,4,5,1958,0,2760
455000,5,2.25,3470,28212,1.5,4,8,1978,0,2020
383001,3,1,1180,7210,1,4,7,1963,0,1700
545000,3,1.75,1700,51649,1.5,5,6,1931,0,1100
487500,2,1,1190,5000,1,3,7,1925,0,1600
345000,5,2.5,2450,6994,2,3,8,2002,0,1940
583000,6,2.75,2630,16411,1,4,8,1974,0,2250
534950,3,2.25,2130,12286,2,3,8,1977,0,2130
403504,4,1,1060,5750,1,3,6,1904,0,1790
500000,3,1.75,1480,6120,1.5,3,7,1946,0,1480
319502,3,1.75,1610,38707,1,3,7,1990,0,1930
525000,4,2.75,2440,5080,2,3,8,1960,0,1920
563000,4,3,3100,15480,2,3,8,1996,0,2000
898500,4,2.75,2890,5000,1.5,3,8,1911,2014,1080
651000,3,2.5,3240,108366,2,4,10,1991,0,2090
450000,4,2.75,2900,6400,2,3,7,1911,1970,1340
665000,4,2.25,2650,8149,1,4,8,1975,0,2290
825000,4,2.5,2560,4000,2,5,8,1929,0,1760
200000,3,1,1150,4800,1.5,4,6,1938,0,1310
295000,3,2,1760,6092,1,3,7,1998,0,2590
748000,4,2.5,3220,8379,2,3,10,2004,0,2720
580000,3,2.5,3200,18750,1,2,9,1967,1996,3200
275000,3,1,1250,10744,1,3,6,1942,0,1500
196000,3,1,1000,8470,1,4,6,1963,0,1020
235750,2,1,740,11250,1,2,6,1938,0,1390
315000,3,2.25,2170,8480,1,3,8,1965,0,2080
338000,4,2.5,2370,10631,2,3,8,1999,0,2200
353000,4,2.5,2300,4249,2,3,8,2006,0,2390
235000,3,1.75,1400,6300,1,3,7,1998,0,1400
569999,3,2.5,3080,13880,2,3,9,1990,0,2780
505000,4,2.25,2350,12540,2,3,8,1968,0,2090
1234000,4,3,2660,4600,1.5,3,8,1906,2002,2350
299000,2,1.75,1250,34395,1,4,7,1950,0,1910
240000,3,2,1100,6360,1,3,7,1991,0,1620
1955000,3,1.75,3330,12566,1,4,8,1960,0,3730
1265000,4,3.25,3640,3604,2,5,9,1913,0,1940
405000,2,1.75,1350,2653,2,3,7,1986,0,1370
304000,4,2,1310,8454,1,4,7,1953,0,1320
272000,4,2.25,1800,5555,2,3,7,2003,0,1810
412000,2,1,1260,3960,1,3,6,1925,0,1250
698000,4,2.5,2990,7231,2,3,9,2001,0,3160
400000,2,1,1140,5100,1,3,7,1942,0,1230
305000,3,2.5,2100,6825,2,3,8,1994,0,2180
585000,4,2,2400,12753,1,4,7,1962,0,1830
190000,2,1.5,1400,9031,1,3,7,1982,0,1450
760000,4,2.5,2990,12788,2,3,10,1988,0,3250
570000,3,1.75,1930,36210,1,3,8,1977,0,1930
144000,3,1,980,6800,1,3,6,1946,0,1140
139000,2,1,690,5280,1,4,5,1942,0,1140
525000,4,1.5,1430,6380,1.5,4,7,1945,0,1570
293000,1,1,1110,5421,1,3,6,1935,0,1230
267100,2,2.5,1250,1580,2,3,7,2005,0,1250
1500000,4,3.25,3470,5222,2,3,10,2005,0,3090
240000,3,2.25,1500,15334,2,4,7,1992,0,1530
975000,3,2.5,2530,7000,2.5,3,9,1915,1999,2380
279950,5,1.75,2150,7171,1,4,7,1970,0,1710
405000,3,1.75,1260,7373,1,4,7,1979,0,1360
400000,3,2.5,2740,83199,2,3,9,1973,0,2500
225000,3,1,960,6500,1,4,5,1954,0,1150
250000,3,1,1520,7800,1,4,7,1967,0,1740
272950,3,2.25,1570,9096,1,4,7,1991,0,1570
625000,5,1,3240,5324,2,3,9,2007,0,3240
670000,3,1.75,1280,2147,1.5,4,7,1910,0,2010
1065000,3,2.5,2130,3545,3,5,9,1990,0,1970
540000,3,1.75,1970,8200,1,5,8,1963,0,2140
525000,3,2.5,2990,6725,2,3,9,2003,0,2790
425000,2,1,1160,17700,1,3,7,1947,0,1440
465500,3,1.75,1890,7004,1,3,7,1965,0,1440
443500,3,2.5,2170,5866,2,3,7,2006,0,2440
350000,4,2.25,1570,499571,1,4,7,1972,0,1700
850000,3,2.5,3260,91911,2,4,9,1984,0,2520
205000,3,2.25,1250,952,3,3,8,2008,0,1250
315000,4,2.5,1940,10200,1,4,8,1977,0,1920
470000,3,2.5,2150,8221,2,3,8,1992,0,2490
1100000,4,2.25,3310,8540,1,4,9,1973,0,3450
340000,3,1.75,3400,46382,1,3,7,1979,0,2320
310000,4,2.5,2660,12672,1,4,8,1960,0,2280
305000,3,1,950,13475,1,3,7,1950,0,1240
307150,3,1.5,1480,6752,1,4,7,1959,0,1450
729032,4,2.5,2840,12866,1,4,9,1977,0,2840
750000,5,2.5,3240,9960,1,3,8,1958,0,2730
289000,4,2.5,1961,3207,2,3,7,2006,0,1961
480000,3,1,1100,5700,1,3,7,1950,0,1560
529000,3,1.75,1500,7367,1,3,8,1974,0,1920
585000,3,1.75,1480,4800,2,4,7,1944,0,1810
704000,4,2.75,2510,12500,1,5,8,1976,0,2200
607000,4,2,1490,4054,1.5,5,7,1926,0,1510
580000,3,2.25,2190,8188,2,3,8,1978,0,2190
875000,5,2.5,2530,8564,2,4,8,1976,0,2480
610000,4,2.5,2440,9350,1,4,8,1976,0,2260
230000,3,0.75,1040,15000,1,3,6,1941,0,1410
510000,4,2.25,2450,62290,2,3,8,1976,0,2450
733000,4,2.5,2210,5002,1,3,7,1977,0,1970
169100,3,2,1050,18304,1,4,7,1953,0,1690
250000,3,2,1050,18304,1,4,7,1953,0,1690
500000,4,2.25,2730,35100,2,3,8,1977,0,2730
700000,2,1,1620,9855,1,3,8,1948,0,1820
379000,4,2.75,2410,5225,2,3,8,2001,0,2300
650000,4,2.5,3420,222156,2,3,9,2002,0,3340
412133,2,1,920,4400,1,3,7,1948,0,1560
480000,4,2.25,2330,14190,1,3,8,1962,0,2330
650000,3,1.75,1940,10245,1,3,7,1957,0,2720
505000,2,2.5,1900,5065,2,3,8,2005,0,1350
931088,4,2.5,3510,17400,1,4,9,1957,0,2730
570000,4,1.75,1860,7700,1,4,8,1964,0,1860
475000,3,1,1380,4635,1,4,6,1919,0,1790
240000,6,1.75,2210,8594,1,3,7,1959,0,1850
462000,4,2.5,2640,47480,1,4,8,1979,0,2390
1115000,3,2.5,4530,22873,2,5,8,1912,0,3100
243000,3,1,1500,6600,1,2,6,1970,0,1730
